#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
7.28606e+20	8.3142e+03	3.526e-22	1.0000e+01	9.9448e+00	2.3457e-15	7.0186e-03	9.9298e-01	1.0000e+00	2.8910e-07	1.1755e-36	4.1800e-19	2.1006e-05	8.6175e-01	1.3823e-01	1.1755e-36	7.6228e-03	9.9238e-01	1.4470e-19	1.1755e-36	1.1755e-36	1.1755e-36	7.2662e-28	0.00e+00	0.00e+00	1.2550e+01
7.29423e+20	8.3032e+03	3.558e-22	1.0000e+01	9.9360e+00	3.0628e-15	7.9362e-03	9.9206e-01	1.0000e+00	2.5130e-07	1.1755e-36	5.5249e-19	2.1257e-05	8.7175e-01	1.2823e-01	1.1755e-36	8.7309e-03	9.9127e-01	1.3504e-19	1.1755e-36	1.1755e-36	1.1755e-36	1.0945e-27	0.00e+00	0.00e+00	1.2937e+01
7.30158e+20	8.2897e+03	3.589e-22	1.0000e+01	9.9261e+00	4.0022e-15	8.9808e-03	9.9102e-01	1.0000e+00	2.1913e-07	1.1755e-36	7.2924e-19	2.1494e-05	8.8118e-01	1.1880e-01	1.1755e-36	9.9979e-03	9.9000e-01	1.2481e-19	1.1755e-36	1.1755e-36	1.1755e-36	1.6437e-27	0.00e+00	0.00e+00	1.3332e+01
7.30822e+20	8.2710e+03	3.621e-22	1.0000e+01	9.9147e+00	5.2531e-15	1.0180e-02	9.8982e-01	1.0000e+00	1.9137e-07	1.1755e-36	9.6336e-19	2.1718e-05	8.9014e-01	1.0984e-01	1.1755e-36	1.1457e-02	9.8854e-01	1.1272e-19	1.1755e-36	1.1755e-36	1.1755e-36	2.4704e-27	0.00e+00	0.00e+00	1.3738e+01
7.31425e+20	8.2475e+03	3.652e-22	1.0000e+01	9.9015e+00	6.9391e-15	1.1570e-02	9.8843e-01	1.0000e+00	1.6717e-07	1.1755e-36	1.2765e-18	2.1933e-05	8.9868e-01	1.0130e-01	1.1755e-36	1.3153e-02	9.8685e-01	9.9926e-20	1.1755e-36	1.1755e-36	1.1755e-36	3.7278e-27	0.00e+00	0.00e+00	1.4158e+01
7.31976e+20	8.2184e+03	3.684e-22	1.0000e+01	9.8862e+00	9.2511e-15	1.3198e-02	9.8680e-01	1.0000e+00	1.4583e-07	1.1755e-36	1.7009e-18	2.2138e-05	9.0688e-01	9.3101e-02	1.1755e-36	1.5145e-02	9.8486e-01	8.6912e-20	1.1755e-36	1.1755e-36	1.1755e-36	5.6685e-27	0.00e+00	0.00e+00	1.4597e+01
7.32481e+20	8.1833e+03	3.716e-22	1.0000e+01	9.8681e+00	1.2484e-14	1.5130e-02	9.8487e-01	1.0000e+00	1.2684e-07	1.1755e-36	2.2851e-18	2.2334e-05	9.1478e-01	8.5201e-02	1.1755e-36	1.7513e-02	9.8249e-01	7.4476e-20	1.1755e-36	1.1755e-36	1.1755e-36	8.7218e-27	0.00e+00	0.00e+00	1.5059e+01
7.32947e+20	8.1409e+03	3.749e-22	1.0000e+01	9.8465e+00	1.7127e-14	1.7463e-02	9.8254e-01	1.0000e+00	1.0983e-07	1.1755e-36	3.1067e-18	2.2523e-05	9.2244e-01	7.7535e-02	1.1755e-36	2.0375e-02	9.7963e-01	6.2997e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.3649e-26	0.00e+00	0.00e+00	1.5554e+01
7.33381e+20	8.0943e+03	3.777e-22	1.0000e+01	9.8140e+00	2.3929e-14	2.0322e-02	9.7968e-01	1.0000e+00	9.4354e-08	1.1755e-36	4.2876e-18	2.2660e-05	9.2989e-01	7.0088e-02	1.1755e-36	2.3888e-02	9.7611e-01	5.3486e-20	1.1755e-36	1.1755e-36	1.1755e-36	2.1810e-26	0.00e+00	0.00e+00	1.6092e+01
7.33789e+20	8.0345e+03	3.806e-22	1.0000e+01	9.7719e+00	3.4535e-14	2.3960e-02	9.7604e-01	1.0000e+00	8.0160e-08	1.1755e-36	6.0652e-18	2.2816e-05	9.3728e-01	6.2702e-02	1.1755e-36	2.8361e-02	9.7164e-01	4.4669e-20	1.1755e-36	1.1755e-36	1.1755e-36	3.6081e-26	0.00e+00	0.00e+00	1.6693e+01
7.34173e+20	7.9625e+03	3.835e-22	1.0000e+01	9.7243e+00	5.1787e-14	2.8708e-02	9.7129e-01	1.0000e+00	6.7134e-08	1.1755e-36	8.8493e-18	2.2961e-05	9.4461e-01	5.5368e-02	1.1755e-36	3.4197e-02	9.6580e-01	3.7146e-20	1.1755e-36	1.1755e-36	1.1755e-36	6.2429e-26	0.00e+00	0.00e+00	1.7361e+01
7.34512e+20	7.8831e+03	3.859e-22	1.0000e+01	9.6646e+00	7.9244e-14	3.4683e-02	9.6532e-01	1.0000e+00	5.5642e-08	1.1755e-36	1.3095e-17	2.3070e-05	9.5146e-01	4.8516e-02	1.1755e-36	4.1535e-02	9.5847e-01	3.1931e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.1017e-25	0.00e+00	0.00e+00	1.8040e+01
7.34793e+20	7.8008e+03	3.877e-22	1.0000e+01	9.6038e+00	1.2079e-13	4.1797e-02	9.5820e-01	1.0000e+00	4.6565e-08	1.1755e-36	1.9230e-17	2.3138e-05	9.5751e-01	4.2468e-02	1.1755e-36	5.0258e-02	9.4974e-01	2.9705e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.9228e-25	0.00e+00	0.00e+00	1.8706e+01
7.35026e+20	7.7177e+03	3.886e-22	1.0000e+01	9.5389e+00	1.8270e-13	5.0169e-02	9.4983e-01	1.0000e+00	3.9266e-08	1.1755e-36	2.7940e-17	2.3209e-05	9.6281e-01	3.7171e-02	1.1755e-36	6.0495e-02	9.3951e-01	2.8613e-20	1.1755e-36	1.1755e-36	1.1755e-36	3.3047e-25	0.00e+00	0.00e+00	1.9384e+01
7.35230e+20	7.6347e+03	3.876e-22	1.0000e+01	9.4487e+00	2.7780e-13	6.0367e-02	9.3963e-01	1.0000e+00	3.3001e-08	1.1755e-36	4.0700e-17	2.3192e-05	9.6759e-01	3.2383e-02	1.1755e-36	7.2927e-02	9.2707e-01	2.7084e-20	1.1755e-36	1.1755e-36	1.1755e-36	5.6846e-25	0.00e+00	0.00e+00	2.0122e+01
7.35418e+20	7.5474e+03	3.833e-22	1.0000e+01	9.3027e+00	4.3288e-13	7.3440e-02	9.2656e-01	1.0000e+00	2.7336e-08	1.1755e-36	6.0409e-17	2.3011e-05	9.7207e-01	2.7902e-02	1.1755e-36	8.8793e-02	9.1121e-01	2.4600e-20	1.1755e-36	1.1755e-36	1.1755e-36	9.9729e-25	0.00e+00	0.00e+00	2.0969e+01
7.35593e+20	7.4622e+03	3.751e-22	1.0000e+01	9.1020e+00	6.9581e-13	9.0761e-02	9.0924e-01	1.0000e+00	2.2047e-08	1.1755e-36	9.2280e-17	2.2717e-05	9.7632e-01	2.3653e-02	1.1755e-36	1.0968e-01	8.9032e-01	2.1322e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.8129e-24	0.00e+00	0.00e+00	2.1931e+01
7.35747e+20	7.3486e+03	3.649e-22	1.0000e+01	8.8766e+00	1.1630e-12	1.1347e-01	8.8653e-01	1.0000e+00	1.7472e-08	1.1755e-36	1.4382e-16	2.2344e-05	9.8024e-01	1.9741e-02	1.1755e-36	1.3680e-01	8.6320e-01	1.7902e-20	1.1755e-36	1.1755e-36	1.1755e-36	3.3775e-24	0.00e+00	0.00e+00	2.2926e+01
7.35870e+20	7.2420e+03	3.508e-22	1.0000e+01	8.6089e+00	1.8924e-12	1.4022e-01	8.5978e-01	1.0000e+00	1.4025e-08	1.1755e-36	2.1834e-16	2.1833e-05	9.8346e-01	1.6515e-02	1.1755e-36	1.6841e-01	8.3159e-01	1.5105e-20	1.1755e-36	1.1755e-36	1.1755e-36	6.0094e-24	0.00e+00	0.00e+00	2.3886e+01
7.35968e+20	7.1317e+03	3.339e-22	1.0000e+01	8.3105e+00	2.9726e-12	1.7008e-01	8.2992e-01	1.0000e+00	1.1471e-08	1.1755e-36	3.1856e-16	2.1215e-05	9.8605e-01	1.3930e-02	1.1755e-36	2.0322e-01	7.9678e-01	1.2854e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.0005e-23	0.00e+00	0.00e+00	2.4825e+01
7.36050e+20	7.0103e+03	3.142e-22	1.0000e+01	7.9728e+00	4.5811e-12	2.0366e-01	7.9634e-01	1.0000e+00	9.4782e-09	1.1755e-36	4.5203e-16	2.0483e-05	9.8819e-01	1.1790e-02	1.1755e-36	2.4180e-01	7.5820e-01	1.0879e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.5810e-23	0.00e+00	0.00e+00	2.5796e+01
7.36122e+20	6.8675e+03	2.913e-22	1.0000e+01	7.5828e+00	7.0778e-12	2.4262e-01	7.5738e-01	1.0000e+00	7.7861e-09	1.1755e-36	6.3368e-16	1.9603e-05	9.9005e-01	9.9323e-03	1.1755e-36	2.8584e-01	7.1416e-01	9.0522e-21	1.1755e-36	1.1755e-36	1.1755e-36	2.4153e-23	0.00e+00	0.00e+00	2.6837e+01
7.36182e+20	6.7078e+03	2.669e-22	1.0000e+01	7.1625e+00	1.0709e-11	2.8464e-01	7.1536e-01	1.0000e+00	6.3630e-09	1.1755e-36	8.6090e-16	1.8628e-05	9.9158e-01	8.4040e-03	1.1755e-36	3.3243e-01	6.6757e-01	7.5026e-21	1.1755e-36	1.1755e-36	1.1755e-36	3.4709e-23	0.00e+00	0.00e+00	2.7787e+01
7.36226e+20	6.5555e+03	2.457e-22	1.0000e+01	6.7902e+00	1.5049e-11	3.2259e-01	6.7741e-01	1.0000e+00	5.4035e-09	1.1755e-36	1.0940e-15	1.7741e-05	9.9268e-01	7.3023e-03	1.1755e-36	3.7377e-01	6.2623e-01	6.4161e-21	1.1755e-36	1.1755e-36	1.1755e-36	4.5271e-23	0.00e+00	0.00e+00	2.8520e+01
7.36257e+20	6.4242e+03	2.287e-22	1.0000e+01	6.4797e+00	1.9450e-11	3.5293e-01	6.4707e-01	1.0000e+00	4.8621e-09	1.1755e-36	1.2992e-15	1.6999e-05	9.9342e-01	6.5624e-03	1.1755e-36	4.0631e-01	5.9369e-01	5.7129e-21	1.1755e-36	1.1755e-36	1.1755e-36	5.3820e-23	0.00e+00	0.00e+00	2.9106e+01
7.36282e+20	6.3052e+03	2.146e-22	1.0000e+01	6.2186e+00	2.4023e-11	3.7898e-01	6.2102e-01	1.0000e+00	4.4606e-09	1.1755e-36	1.4892e-15	1.6369e-05	9.9398e-01	6.0041e-03	1.1755e-36	4.3390e-01	5.6610e-01	5.1877e-21	1.1755e-36	1.1755e-36	1.1755e-36	6.1194e-23	0.00e+00	0.00e+00	2.9630e+01
7.36303e+20	6.1832e+03	2.013e-22	1.0000e+01	5.9660e+00	2.9280e-11	4.0416e-01	5.9584e-01	1.0000e+00	4.1082e-09	1.1755e-36	1.6854e-15	1.5757e-05	9.9446e-01	5.5209e-03	1.1755e-36	4.6027e-01	5.3973e-01	4.7307e-21	1.1755e-36	1.1755e-36	1.1755e-36	6.8101e-23	0.00e+00	0.00e+00	3.0164e+01
7.36323e+20	6.0526e+03	1.881e-22	1.0000e+01	5.7096e+00	3.5575e-11	4.2970e-01	5.7030e-01	1.0000e+00	3.7567e-09	1.1755e-36	1.8976e-15	1.5132e-05	9.9491e-01	5.0772e-03	1.1755e-36	4.8672e-01	5.1328e-01	4.3100e-21	1.1755e-36	1.1755e-36	1.1755e-36	7.4709e-23	0.00e+00	0.00e+00	3.0699e+01
7.36342e+20	5.9162e+03	1.758e-22	1.0000e+01	5.4615e+00	4.2837e-11	4.5463e-01	5.4537e-01	1.0000e+00	3.4408e-09	1.1755e-36	2.1180e-15	1.4529e-05	9.9530e-01	4.6814e-03	1.1755e-36	5.1226e-01	4.8774e-01	3.9372e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.0677e-23	0.00e+00	0.00e+00	3.1204e+01
7.36359e+20	5.7828e+03	1.645e-22	1.0000e+01	5.2297e+00	5.0633e-11	4.7782e-01	5.2218e-01	1.0000e+00	3.1848e-09	1.1755e-36	2.3358e-15	1.3959e-05	9.9564e-01	4.3426e-03	1.1755e-36	5.3576e-01	4.6424e-01	3.6208e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.5594e-23	0.00e+00	0.00e+00	3.1671e+01
7.36373e+20	5.6506e+03	1.544e-22	1.0000e+01	5.0136e+00	5.8913e-11	4.9942e-01	5.0058e-01	1.0000e+00	2.9714e-09	1.1755e-36	2.5503e-15	1.3428e-05	9.9594e-01	4.0498e-03	1.1755e-36	5.5744e-01	4.4256e-01	3.3502e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.9542e-23	0.00e+00	0.00e+00	3.2112e+01
7.36387e+20	5.5185e+03	1.450e-22	1.0000e+01	4.8087e+00	6.7672e-11	5.1993e-01	4.8007e-01	1.0000e+00	2.7836e-09	1.1755e-36	2.7653e-15	1.2923e-05	9.9620e-01	3.7900e-03	1.1755e-36	5.7784e-01	4.2216e-01	3.1120e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.2659e-23	0.00e+00	0.00e+00	3.2537e+01
7.36399e+20	5.3844e+03	1.363e-22	1.0000e+01	4.6115e+00	7.6899e-11	5.3967e-01	4.6033e-01	1.0000e+00	2.6124e-09	1.1755e-36	2.9834e-15	1.2436e-05	9.9643e-01	3.5549e-03	1.1755e-36	5.9730e-01	4.0270e-01	2.8983e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.5015e-23	0.00e+00	0.00e+00	3.2952e+01
7.36409e+20	5.2745e+03	1.296e-22	1.0000e+01	4.4561e+00	8.4597e-11	5.5520e-01	4.4480e-01	1.0000e+00	2.4535e-09	1.1755e-36	3.1634e-15	1.2052e-05	9.9661e-01	3.3763e-03	1.1755e-36	6.1250e-01	3.8750e-01	2.7392e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.6366e-23	0.00e+00	0.00e+00	3.3232e+01
7.36417e+20	5.1817e+03	1.243e-22	1.0000e+01	4.3311e+00	9.1071e-11	5.6773e-01	4.3227e-01	1.0000e+00	2.3906e-09	1.1755e-36	3.3141e-15	1.1744e-05	9.9675e-01	3.2403e-03	1.1755e-36	6.2469e-01	3.7531e-01	2.6188e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.7138e-23	0.00e+00	0.00e+00	3.3496e+01
7.36424e+20	5.0895e+03	1.192e-22	1.0000e+01	4.2097e+00	9.7487e-11	5.8003e-01	4.1997e-01	1.0000e+00	2.3027e-09	1.1755e-36	3.4675e-15	1.1443e-05	9.9688e-01	3.1113e-03	1.1755e-36	6.3661e-01	3.6339e-01	2.5044e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.7677e-23	0.00e+00	0.00e+00	3.3768e+01
7.36432e+20	4.9863e+03	1.140e-22	1.0000e+01	4.0820e+00	1.0428e-10	5.9271e-01	4.0729e-01	1.0000e+00	2.2094e-09	1.1755e-36	3.6308e-15	1.1135e-05	9.9701e-01	2.9831e-03	1.1755e-36	6.4881e-01	3.5119e-01	2.3925e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.7706e-23	0.00e+00	0.00e+00	3.4051e+01
7.36439e+20	4.8780e+03	1.090e-22	1.0000e+01	3.9545e+00	1.1077e-10	6.0553e-01	3.9447e-01	1.0000e+00	2.1138e-09	1.1755e-36	3.8004e-15	1.0826e-05	9.9714e-01	2.8517e-03	1.1755e-36	6.6112e-01	3.3888e-01	2.2831e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.7163e-23	0.00e+00	0.00e+00	3.4334e+01
7.36447e+20	4.7718e+03	1.040e-22	1.0000e+01	3.8262e+00	1.1663e-10	6.1806e-01	3.8194e-01	1.0000e+00	2.0284e-09	1.1755e-36	3.9741e-15	1.0511e-05	9.9726e-01	2.7274e-03	1.1755e-36	6.7306e-01	3.2694e-01	2.1797e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.6083e-23	0.00e+00	0.00e+00	3.4622e+01
7.36454e+20	4.6557e+03	9.914e-23	1.0000e+01	3.6980e+00	1.2240e-10	6.3088e-01	3.6912e-01	1.0000e+00	1.9430e-09	1.1755e-36	4.1570e-15	1.0203e-05	9.9739e-01	2.6037e-03	1.1755e-36	6.8523e-01	3.1477e-01	2.0784e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.4671e-23	0.00e+00	0.00e+00	3.4915e+01
7.36462e+20	4.5350e+03	9.436e-23	1.0000e+01	3.5690e+00	1.2759e-10	6.4378e-01	3.5622e-01	1.0000e+00	1.8601e-09	1.1755e-36	4.3483e-15	9.8952e-06	9.9751e-01	2.4829e-03	1.1755e-36	6.9740e-01	3.0260e-01	1.9801e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.2822e-23	0.00e+00	0.00e+00	3.5215e+01
7.36469e+20	4.4055e+03	8.969e-23	1.0000e+01	3.4392e+00	1.3220e-10	6.5689e-01	3.4311e-01	1.0000e+00	1.7787e-09	1.1755e-36	4.5495e-15	9.5910e-06	9.9763e-01	2.3637e-03	1.1755e-36	7.0971e-01	2.9029e-01	1.8842e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.0537e-23	0.00e+00	0.00e+00	3.5520e+01
7.36476e+20	4.2741e+03	8.509e-23	1.0000e+01	3.3089e+00	1.3579e-10	6.6993e-01	3.3007e-01	1.0000e+00	1.7012e-09	1.1755e-36	4.7594e-15	9.2861e-06	9.9774e-01	2.2485e-03	1.1755e-36	7.2189e-01	2.7811e-01	1.7918e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.7814e-23	0.00e+00	0.00e+00	3.5832e+01
7.36484e+20	4.1372e+03	8.060e-23	1.0000e+01	3.1783e+00	1.3841e-10	6.8300e-01	3.1700e-01	1.0000e+00	1.6262e-09	1.1755e-36	4.9794e-15	8.9851e-06	9.9785e-01	2.1363e-03	1.1755e-36	7.3405e-01	2.6595e-01	1.7022e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.4689e-23	0.00e+00	0.00e+00	3.6149e+01
7.36491e+20	3.9948e+03	7.621e-23	1.0000e+01	3.0476e+00	1.3996e-10	6.9609e-01	3.0391e-01	1.0000e+00	1.5542e-09	1.1755e-36	5.2099e-15	8.6891e-06	9.9796e-01	2.0272e-03	1.1755e-36	7.4615e-01	2.5385e-01	1.6154e-21	1.1755e-36	1.1755e-36	1.1755e-36	8.1188e-23	0.00e+00	0.00e+00	3.6473e+01
###########################
5.63139e+14	5.3183e+03	3.407e-22	1.0000e+01	1.0886e+01	9.3847e-19	6.4721e-05	9.9994e-01	5.5543e-04	9.8239e-01	1.7059e-02	1.3081e-26	1.3417e-07	1.0092e-02	9.7945e-01	1.0457e-02	1.3123e-06	4.5189e-02	9.4441e-01	1.0401e-02	1.1755e-36	1.1755e-36	1.2980e-35	0.00e+00	0.00e+00	4.6015e-06
3.37883e+15	5.3128e+03	3.408e-22	1.0000e+01	1.0885e+01	9.4269e-19	6.4819e-05	9.9994e-01	5.5581e-04	9.8241e-01	1.7034e-02	1.3180e-26	1.3560e-07	1.0142e-02	9.7940e-01	1.0462e-02	1.3150e-06	4.5197e-02	9.4444e-01	1.0362e-02	1.1755e-36	1.1755e-36	1.2979e-35	0.00e+00	0.00e+00	2.3035e-05
1.46416e+16	5.3132e+03	3.406e-22	1.0000e+01	1.0885e+01	9.4463e-19	6.4895e-05	9.9994e-01	5.5576e-04	9.8252e-01	1.6923e-02	1.3287e-26	1.3691e-07	1.0199e-02	9.7935e-01	1.0448e-02	1.3167e-06	4.5172e-02	9.4462e-01	1.0208e-02	1.1755e-36	1.1755e-36	1.3013e-35	0.00e+00	0.00e+00	9.6856e-05
5.96927e+16	5.3084e+03	3.406e-22	1.0000e+01	1.0885e+01	9.5164e-19	6.4997e-05	9.9993e-01	5.5638e-04	9.8311e-01	1.6335e-02	1.3408e-26	1.3915e-07	1.0240e-02	9.7937e-01	1.0392e-02	1.3195e-06	4.5179e-02	9.4520e-01	9.6168e-03	1.1755e-36	1.1755e-36	1.3078e-35	0.00e+00	0.00e+00	3.9261e-04
1.42587e+17	5.3074e+03	3.402e-22	1.0000e+01	1.0885e+01	8.7778e-19	6.4937e-05	9.9994e-01	5.5613e-04	9.8347e-01	1.5976e-02	1.2690e-26	1.4082e-07	1.0238e-02	9.7940e-01	1.0361e-02	1.3154e-06	4.5063e-02	9.4614e-01	8.7987e-03	1.1755e-36	1.1755e-36	1.1020e-35	0.00e+00	0.00e+00	7.7673e-04
2.50349e+17	5.3056e+03	3.399e-22	1.0000e+01	1.0884e+01	8.9441e-19	6.4897e-05	9.9994e-01	5.5640e-04	9.8440e-01	1.5046e-02	1.2834e-26	1.4285e-07	1.0237e-02	9.7948e-01	1.0279e-02	1.3130e-06	4.4993e-02	9.4718e-01	7.8204e-03	1.1755e-36	1.1755e-36	1.1406e-35	0.00e+00	0.00e+00	1.2758e-03
3.90440e+17	5.3130e+03	3.390e-22	1.0000e+01	1.0883e+01	8.7567e-19	6.4768e-05	9.9994e-01	5.5626e-04	9.8586e-01	1.3589e-02	1.2665e-26	1.4496e-07	1.0222e-02	9.7961e-01	1.0169e-02	1.3081e-06	4.4882e-02	9.4842e-01	6.6938e-03	1.1755e-36	1.1755e-36	1.1021e-35	0.00e+00	0.00e+00	1.9232e-03
5.72558e+17	5.3070e+03	3.387e-22	1.0000e+01	1.0881e+01	8.7225e-19	6.4740e-05	9.9994e-01	5.5731e-04	9.8785e-01	1.1590e-02	1.2632e-26	1.4730e-07	1.0223e-02	9.7978e-01	1.0000e-02	1.3083e-06	4.4881e-02	9.4967e-01	5.4496e-03	1.1755e-36	1.1755e-36	1.0840e-35	0.00e+00	0.00e+00	2.7646e-03
8.09312e+17	5.3049e+03	3.380e-22	1.0000e+01	1.0880e+01	8.8874e-19	6.4661e-05	9.9994e-01	5.5831e-04	9.9025e-01	9.1966e-03	1.2773e-26	1.4706e-07	1.0220e-02	9.7997e-01	9.8055e-03	1.3086e-06	4.4903e-02	9.5094e-01	4.1572e-03	1.1755e-36	1.1755e-36	1.1265e-35	0.00e+00	0.00e+00	3.8570e-03
1.11709e+18	5.3033e+03	3.373e-22	1.0000e+01	1.0877e+01	8.7160e-19	6.4567e-05	9.9994e-01	5.5929e-04	9.9280e-01	6.6423e-03	1.2634e-26	1.4862e-07	1.0215e-02	9.8019e-01	9.5941e-03	1.3097e-06	4.4957e-02	9.5213e-01	2.9145e-03	1.1755e-36	1.1755e-36	1.0827e-35	0.00e+00	0.00e+00	5.2751e-03
1.51721e+18	5.3015e+03	3.364e-22	1.0000e+01	1.0875e+01	8.5231e-19	6.4457e-05	9.9994e-01	5.6013e-04	9.9518e-01	4.2557e-03	1.2481e-26	1.5033e-07	1.0207e-02	9.8041e-01	9.3869e-03	1.3119e-06	4.5045e-02	9.5312e-01	1.8336e-03	1.1755e-36	1.1755e-36	1.0350e-35	0.00e+00	0.00e+00	7.1155e-03
2.03735e+18	5.2945e+03	3.357e-22	1.0000e+01	1.0873e+01	8.4619e-19	6.4371e-05	9.9994e-01	5.6107e-04	9.9709e-01	2.3463e-03	1.2447e-26	1.5080e-07	1.0208e-02	9.8060e-01	9.1963e-03	1.3173e-06	4.5213e-02	9.5378e-01	1.0056e-03	1.1755e-36	1.1755e-36	1.0155e-35	0.00e+00	0.00e+00	9.5048e-03
2.71355e+18	5.2825e+03	3.350e-22	1.0000e+01	1.0872e+01	8.5348e-19	6.4307e-05	9.9994e-01	5.6203e-04	9.9836e-01	1.0763e-03	1.2536e-26	1.5078e-07	1.0217e-02	9.8075e-01	9.0304e-03	1.3252e-06	4.5432e-02	9.5410e-01	4.6501e-04	1.1755e-36	1.1755e-36	1.0242e-35	0.00e+00	0.00e+00	1.2608e-02
3.59260e+18	5.2708e+03	3.342e-22	1.0000e+01	1.0871e+01	8.4562e-19	6.4216e-05	9.9994e-01	5.6259e-04	9.9904e-01	3.9574e-04	1.2486e-26	1.5118e-07	1.0224e-02	9.8089e-01	8.8875e-03	1.3327e-06	4.5637e-02	9.5419e-01	1.7466e-04	1.1755e-36	1.1755e-36	9.9595e-36	0.00e+00	0.00e+00	1.6636e-02
4.73536e+18	5.2539e+03	3.334e-22	1.0000e+01	1.0871e+01	8.4622e-19	6.4140e-05	9.9994e-01	5.6332e-04	9.9932e-01	1.1189e-04	1.2511e-26	1.5162e-07	1.0239e-02	9.8102e-01	8.7427e-03	1.3424e-06	4.5876e-02	9.5407e-01	5.1263e-05	1.1755e-36	1.1755e-36	9.8228e-36	0.00e+00	0.00e+00	2.1866e-02
6.22096e+18	5.2337e+03	3.324e-22	1.0000e+01	1.0871e+01	8.4801e-19	6.4064e-05	9.9994e-01	5.6424e-04	9.9941e-01	2.3450e-05	1.2557e-26	1.5211e-07	1.0259e-02	9.8116e-01	8.5783e-03	1.3543e-06	4.6161e-02	9.5383e-01	1.1389e-05	1.1755e-36	1.1755e-36	9.6848e-36	0.00e+00	0.00e+00	2.8658e-02
8.15223e+18	5.2112e+03	3.312e-22	1.0000e+01	1.0871e+01	8.4909e-19	6.3973e-05	9.9994e-01	5.6539e-04	9.9943e-01	3.6034e-06	1.2610e-26	1.5285e-07	1.0281e-02	9.8134e-01	8.3776e-03	1.3690e-06	4.6510e-02	9.5349e-01	1.8983e-06	1.1755e-36	1.1755e-36	9.5187e-36	0.00e+00	0.00e+00	3.7474e-02
1.06629e+19	5.1827e+03	3.298e-22	1.0000e+01	1.0871e+01	8.5848e-19	6.3910e-05	9.9994e-01	5.6730e-04	9.9943e-01	4.2213e-07	1.2776e-26	1.5349e-07	1.0322e-02	9.8155e-01	8.1270e-03	1.3899e-06	4.6992e-02	9.5301e-01	2.4520e-07	1.1755e-36	1.1755e-36	9.4946e-36	0.00e+00	0.00e+00	4.8924e-02
1.39267e+19	5.1483e+03	3.281e-22	1.0000e+01	1.0871e+01	8.7262e-19	6.3879e-05	9.9994e-01	5.7014e-04	9.9943e-01	4.0846e-08	1.3034e-26	1.5440e-07	1.0381e-02	9.8180e-01	7.8145e-03	1.4181e-06	4.7637e-02	9.5236e-01	1.1755e-36	1.1755e-36	1.1755e-36	9.5267e-36	0.00e+00	0.00e+00	6.3802e-02
1.81697e+19	5.1080e+03	3.260e-22	1.0000e+01	1.0871e+01	8.9218e-19	6.3894e-05	9.9994e-01	5.7421e-04	9.9943e-01	3.4146e-09	1.3416e-26	1.5569e-07	1.0465e-02	9.8211e-01	7.4291e-03	1.4560e-06	4.8489e-02	9.5151e-01	1.1755e-36	1.1755e-36	1.1755e-36	9.6327e-36	0.00e+00	0.00e+00	8.3148e-02
2.15964e+19	5.0516e+03	3.237e-22	1.0000e+01	1.0871e+01	8.5893e-19	6.3559e-05	9.9994e-01	5.7452e-04	9.9943e-01	5.3354e-10	1.3025e-26	1.5527e-07	1.0482e-02	9.8237e-01	7.1493e-03	1.4791e-06	4.9013e-02	9.5099e-01	1.1755e-36	1.1755e-36	1.1755e-36	8.4226e-36	0.00e+00	0.00e+00	9.1400e-02
2.37560e+19	5.0324e+03	3.228e-22	1.0000e+01	1.0871e+01	8.6473e-19	6.3576e-05	9.9994e-01	5.7660e-04	9.9942e-01	1.9980e-10	1.3186e-26	1.5591e-07	1.0525e-02	9.8250e-01	6.9715e-03	1.4982e-06	4.9435e-02	9.5056e-01	1.1755e-36	1.1755e-36	1.1755e-36	8.4191e-36	0.00e+00	0.00e+00	1.0048e-01
